user_id,age,sex,education,primary_source_of_income,sum_of_monthly_installments,sum_of_monthly_expenses,country,signup_date,risk_score
U15216,57,Other,PhD,Unemployment,637.82,700.75,Poland,2023-04-05,0.5476341916785011
U15217,29,Male,None,Unemployment,45.49,439.54,Spain,2022-10-16,0.3779442260348187
U15218,44,Other,High School,Unemployment,13.84,1482.87,France,2021-07-23,0.6192303135167027
U15219,70,Female,Master,Savings,110.12,801.43,Czech Republic,2024-07-05,0.45512824975125776
U15220,37,Male,High School,Retirement,22.08,489.24,Finland,2024-11-30,0.5119365530944415
U15221,33,Male,Bachelor,Savings,408.49,553.35,Germany,2023-10-10,0.4710317464537473
U15222,37,Female,PhD,Savings,136.54,328.16,Germany,2023-05-15,0.8486920504799355
U15223,41,Male,None,Savings,105.38,1174.34,Denmark,2023-12-23,0.40524872313847743
U15224,57,Male,PhD,Savings,233.04,736.55,Denmark,2021-01-14,0.4957928598914365
U15225,37,Male,None,Student Aid,338.19,325.46,Czech Republic,2022-06-16,0.2637499857212017
U15226,59,Female,None,Business,511.77,485.8,Portugal,2021-06-22,0.5786428398268656
U15227,46,Male,None,Business,37.27,676.09,Portugal,2023-02-18,0.6936635668934491
U15228,57,Male,PhD,Student Aid,144.18,7.17,Czech Republic,2023-05-10,0.37148096364191996
U15229,62,Male,Master,Unemployment,170.73,2752.9,Sweden,2024-04-09,0.5873334400373689
U15230,32,Female,Bachelor,Savings,15.76,493.53,Netherlands,2024-02-20,0.35791454598798567
U15231,62,Male,PhD,Savings,327.61,1152.47,Czech Republic,2024-11-21,0.35232384770514513
U15232,28,Other,Bachelor,Business,18.96,365.17,Portugal,2021-09-13,0.5643517474929552
U15233,25,Male,High School,Unemployment,450.07,589.81,France,2020-08-31,0.5880214773287806
U15234,60,Other,Master,Savings,465.68,649.25,Belgium,2023-03-24,0.18502717538956703
U15235,44,Male,High School,Retirement,92.91,1365.87,Belgium,2024-08-11,0.7125353460449753
U15236,20,Other,Bachelor,Business,365.88,66.87,Poland,2021-07-15,0.35009242963956766
U15237,46,Other,PhD,Unemployment,450.72,112.6,Czech Republic,2023-03-18,0.5074774389758723
U15238,27,Male,High School,Student Aid,243.47,1787.55,Sweden,2024-11-24,0.24902052409746672
U15239,52,Female,PhD,Unemployment,285.25,10.14,Poland,2021-08-29,0.5397447570995084
U15240,68,Male,Master,Student Aid,293.93,5472.05,Germany,2025-03-08,0.605701592328832
U15241,65,Male,None,Employment,899.66,83.61,Spain,2021-06-28,0.49960305416620865
U15242,26,Female,PhD,Employment,168.91,126.8,Ireland,2022-01-20,0.43536561554741204
U15243,55,Male,High School,Savings,718.62,1785.19,Italy,2023-09-04,0.25937240562350694
U15244,44,Female,Bachelor,Retirement,554.7,636.79,Czech Republic,2020-12-30,0.8590330886350066
U15245,57,Female,Master,Savings,197.47,1364.54,Netherlands,2023-11-13,0.6014451084130685
U15246,18,Female,Bachelor,Business,160.5,124.48,Ireland,2021-04-03,0.6880399757627366
U15247,31,Female,None,Student Aid,635.68,859.48,Czech Republic,2024-07-26,0.3958999965111924
U15248,37,Female,High School,Unemployment,781.64,289.38,Italy,2024-12-06,0.57964985757304
U15249,50,Male,PhD,Unemployment,201.3,1720.45,Belgium,2020-08-29,0.6849735858831028
U15250,67,Male,PhD,Business,82.14,991.93,Sweden,2024-09-21,0.38358352567078213
U15251,60,Other,Master,Student Aid,537.68,1880.85,Germany,2021-03-09,0.31608293921770314
U15252,18,Other,Bachelor,Unemployment,440.88,364.98,Czech Republic,2025-03-13,0.4016972301168753
U15253,69,Other,None,Employment,17.09,1935.88,Belgium,2020-05-03,0.6262245640326816
U15254,74,Female,PhD,Retirement,486.59,1249.41,Germany,2022-06-21,0.4748609483665863
U15255,65,Other,PhD,Savings,179.3,3456.77,Czech Republic,2024-12-26,0.28889377720399867
U15256,30,Female,Bachelor,Unemployment,715.17,1772.48,Belgium,2021-09-14,0.41518072396826633
U15257,27,Other,Bachelor,Student Aid,1542.25,961.99,Italy,2022-03-26,0.8517911190133867
U15258,32,Female,Master,Unemployment,66.01,613.64,Portugal,2023-02-25,0.358412557543512
U15259,41,Male,None,Retirement,731.48,1072.33,Netherlands,2024-06-18,0.4308918052605905
U15260,52,Male,Master,Unemployment,185.8,16.02,Austria,2021-04-19,0.41233020090301203
U15261,47,Female,PhD,Savings,433.72,494.37,Netherlands,2023-01-27,0.48100869344326874
U15262,74,Other,Bachelor,Student Aid,104.48,1739.03,Sweden,2023-06-24,0.3797447301200256
U15263,45,Female,Master,Savings,180.31,2120.91,Italy,2024-12-19,0.8762354157064084
U15264,65,Female,High School,Savings,121.6,1993.39,Denmark,2023-08-31,0.5762761046931193
U15265,31,Other,Bachelor,Unemployment,365.36,366.15,Spain,2024-10-02,0.5427820646388078
U15266,28,Female,None,Savings,11.22,406.72,France,2023-08-24,0.36650931021538136
U15267,59,Male,None,Unemployment,229.13,630.77,Poland,2022-03-02,0.49903970952558446
U15268,50,Female,Bachelor,Retirement,90.53,1704.57,Spain,2025-03-18,0.644362108125529
U15269,30,Female,High School,Business,459.05,640.97,Netherlands,2023-04-16,0.48565981559316157
U15270,61,Female,PhD,Student Aid,368.08,569.43,Poland,2023-10-10,0.597120396797489
U15271,43,Male,High School,Unemployment,57.2,2168.63,Portugal,2021-03-17,0.6196674518856963
U15272,48,Other,Bachelor,Savings,64.28,399.05,Netherlands,2022-03-23,0.19461929658264565
U15273,57,Other,None,Savings,848.25,90.94,Germany,2024-02-29,0.5581651278004087
U15274,70,Female,High School,Student Aid,115.68,1808.66,Poland,2021-08-17,0.7615321086409538
U15275,41,Male,PhD,Student Aid,779.13,209.72,Belgium,2021-11-27,0.6584801948401735
U15276,46,Male,Bachelor,Savings,822.08,1640.52,Spain,2020-04-22,0.44267866481119156
U15277,26,Male,Bachelor,Savings,51.18,256.77,Ireland,2024-08-05,0.5307509399542742
U15278,62,Other,High School,Retirement,555.64,910.76,Italy,2021-03-21,0.42888380670089343
U15279,38,Female,Master,Employment,58.26,4369.51,Denmark,2024-07-07,0.6808583738904753
U15280,73,Male,PhD,Savings,112.11,1760.38,Ireland,2021-07-13,0.5036696480137752
U15281,72,Other,High School,Savings,113.0,5910.34,Finland,2020-12-01,0.27593859085313394
U15282,19,Female,Master,Retirement,120.58,389.67,Ireland,2022-11-29,0.6303493883115694
U15283,42,Male,High School,Savings,549.0,4936.82,Belgium,2022-05-12,0.35068046277113246
U15284,31,Male,None,Savings,37.91,2109.73,Austria,2023-10-04,0.4517484050154668
U15285,57,Male,PhD,Student Aid,276.51,444.05,Finland,2022-11-17,0.6372746279685476
U15286,62,Other,Bachelor,Savings,6.29,799.83,Portugal,2022-01-31,0.5379479962514002
U15287,41,Male,High School,Business,141.57,761.69,France,2024-11-29,0.4583756563433527
U15288,18,Other,Master,Employment,386.99,1659.66,France,2021-02-15,0.3972618088256056
U15289,42,Other,PhD,Retirement,370.17,546.92,Sweden,2021-12-05,0.6241189040891109
U15290,22,Female,Bachelor,Retirement,388.91,575.24,Poland,2020-07-03,0.3337186948479083
U15291,50,Male,PhD,Retirement,8.75,299.73,Austria,2020-06-10,0.6696855830007513
U15292,22,Female,Master,Retirement,263.64,186.8,Austria,2020-07-26,0.5540112898816357
U15293,31,Female,None,Unemployment,304.04,71.82,Italy,2022-10-26,0.49918270257434244
U15294,49,Other,Bachelor,Savings,449.38,1776.6,Germany,2021-05-02,0.3835978561208758
U15295,57,Male,PhD,Student Aid,226.36,1536.13,Finland,2022-01-24,0.6224608189342306
U15296,74,Male,Master,Unemployment,5.21,776.29,Poland,2021-11-18,0.507251273772678
U15297,22,Female,Master,Unemployment,769.79,364.57,Italy,2020-11-28,0.5647367748384746
U15298,36,Other,Master,Employment,402.1,1479.21,Poland,2020-11-15,0.28738208092210726
U15299,60,Other,PhD,Employment,281.58,1725.4,Portugal,2022-06-17,0.5302179229843342
U15300,42,Male,PhD,Unemployment,317.97,2067.79,Ireland,2024-02-26,0.5241971798281502
U15301,36,Male,PhD,Student Aid,376.91,441.9,Ireland,2021-04-25,0.3387741114070235
U15302,25,Male,Master,Business,83.49,208.55,Germany,2023-11-22,0.32401500380728177
U15303,47,Female,PhD,Unemployment,117.92,597.17,Poland,2023-05-06,0.43066268002928026
U15304,19,Other,Bachelor,Retirement,303.3,1497.94,Spain,2023-09-25,0.519590099952288
U15305,18,Other,Master,Unemployment,29.85,1880.53,Sweden,2020-05-23,0.5052911537221505
U15306,41,Female,None,Employment,185.07,367.74,Czech Republic,2022-11-09,0.29188266439922783
U15307,56,Male,Master,Business,503.95,437.89,Italy,2023-03-23,0.6686462648457338
U15308,48,Other,PhD,Savings,333.75,1313.58,Austria,2023-08-08,0.42737525179604063
U15309,48,Female,PhD,Retirement,648.86,1957.43,Ireland,2023-06-29,0.5385579148845854
U15310,40,Female,Master,Unemployment,101.66,1318.66,Portugal,2022-01-28,0.5969811101782607
U15311,60,Male,PhD,Savings,503.04,504.71,Italy,2022-11-20,0.6764169904305618
U15312,74,Female,Bachelor,Unemployment,24.68,557.62,Poland,2023-12-13,0.3700797878423301
U15313,71,Female,Bachelor,Business,321.15,39.57,Ireland,2024-05-16,0.5196916698135604
U15314,36,Other,None,Business,529.84,901.51,Ireland,2020-08-29,0.3856785909593564
U15315,65,Other,Master,Savings,371.32,2807.13,Finland,2024-06-25,0.43633310626991845
U15316,68,Other,PhD,Savings,47.0,874.6,Belgium,2020-07-27,0.40502178155446655
U15317,47,Female,High School,Savings,87.38,176.01,Finland,2024-07-22,0.5481608213306779
U15318,67,Other,High School,Savings,250.67,408.07,Austria,2023-01-09,0.5985170633844308
U15319,49,Female,None,Savings,58.85,851.45,Poland,2023-04-18,0.6829039685394112
U15320,45,Female,High School,Retirement,74.96,486.17,Denmark,2020-07-26,0.4926042105715699
U15321,56,Male,Bachelor,Unemployment,871.52,2754.31,Italy,2022-06-24,0.8498176552415279
U15322,53,Female,None,Unemployment,289.13,1472.08,Spain,2024-05-01,0.6109491636431043
U15323,44,Female,High School,Business,678.81,2144.74,Portugal,2023-07-27,0.7507952976326334
U15324,69,Other,PhD,Employment,418.94,309.15,Sweden,2024-11-20,0.36399435132068947
U15325,28,Male,PhD,Savings,932.56,689.71,Poland,2021-02-19,0.5057976927304142
U15326,60,Male,Bachelor,Student Aid,274.68,3878.59,Finland,2023-11-25,0.5909580545423894
U15327,43,Other,Bachelor,Employment,140.67,1233.5,Sweden,2023-04-16,0.5438037371081259
U15328,34,Other,Master,Retirement,275.78,417.72,Italy,2024-06-22,0.5769079146261252
U15329,68,Male,Bachelor,Employment,532.0,584.35,Portugal,2020-07-14,0.2621962596992592
U15330,24,Male,Master,Student Aid,427.91,211.38,Netherlands,2023-07-15,0.7513246244016194
U15331,50,Female,PhD,Savings,39.15,78.01,Sweden,2020-08-19,0.39862300918573956
U15332,69,Other,High School,Employment,54.67,2435.64,Austria,2024-06-13,0.5516659614309922
U15333,19,Male,Master,Unemployment,723.24,778.92,Belgium,2021-01-15,0.5120257748435071
U15334,70,Other,PhD,Business,175.82,116.41,Italy,2024-05-05,0.43747765395327975
U15335,28,Male,PhD,Student Aid,183.28,2286.0,Italy,2022-06-13,0.4997527482480151
U15336,26,Female,Master,Unemployment,530.86,2841.12,Ireland,2024-12-05,0.29129654572099084
U15337,35,Other,Bachelor,Unemployment,226.14,781.35,Finland,2021-01-31,0.5048760540164474
U15338,51,Male,Master,Employment,16.52,649.35,Portugal,2021-01-03,0.3174231866753645
U15339,55,Male,Master,Employment,141.8,548.75,Italy,2022-05-23,0.27899843293436627
U15340,53,Female,PhD,Unemployment,411.04,116.4,Austria,2021-02-07,0.6059364604303266
U15341,67,Female,PhD,Savings,405.46,1987.27,Netherlands,2024-03-03,0.6892305476325813
U15342,41,Other,Bachelor,Student Aid,177.86,1601.25,France,2023-07-15,0.583717031017857
U15343,43,Other,Bachelor,Retirement,88.7,1803.28,Ireland,2023-03-05,0.7078949708579227
U15344,49,Other,PhD,Unemployment,39.6,3288.41,Italy,2022-05-10,0.3271623574924738
U15345,41,Female,High School,Savings,21.22,419.67,Belgium,2024-04-18,0.4612022238220603
U15346,60,Female,Master,Retirement,203.27,922.62,Portugal,2020-08-05,0.6498722037113396
U15347,66,Female,None,Employment,92.21,2120.95,Portugal,2023-01-19,0.4183659235643954
U15348,73,Male,High School,Savings,723.52,454.43,Spain,2022-12-09,0.32539311422127026
U15349,51,Female,Master,Student Aid,130.59,58.95,Poland,2025-01-01,0.49402333590065556
U15350,68,Male,None,Student Aid,15.79,1849.92,Sweden,2024-02-21,0.3917767057723273
U15351,35,Other,Master,Retirement,155.47,446.13,Italy,2022-02-22,0.5299685864540163
U15352,27,Other,None,Business,112.07,3379.9,Belgium,2023-10-18,0.2784155507179467
U15353,62,Other,PhD,Unemployment,261.63,1123.58,Sweden,2021-02-10,0.551253270885735
U15354,57,Female,High School,Business,499.35,2970.41,Denmark,2020-05-22,0.5735643135098777
U15355,72,Female,PhD,Unemployment,56.21,138.35,Spain,2021-05-24,0.4877237117594323
U15356,65,Other,None,Unemployment,30.13,655.17,Ireland,2020-07-17,0.4305224783022169
U15357,48,Other,None,Savings,358.95,1814.14,Belgium,2024-08-11,0.4960527163504302
U15358,19,Other,High School,Savings,419.82,1286.37,Portugal,2024-01-31,0.3683234509892992
U15359,48,Female,None,Unemployment,23.39,856.82,Italy,2020-11-21,0.5744339098487208
U15360,62,Other,High School,Retirement,576.8,605.7,Germany,2024-07-28,0.6188271467056214
U15361,37,Other,Bachelor,Retirement,174.63,888.93,Sweden,2021-11-05,0.39970657061541404
U15362,31,Male,None,Retirement,468.5,3390.15,Sweden,2024-03-30,0.2907049296368131
U15363,36,Male,Master,Retirement,1274.3,992.69,Spain,2022-08-22,0.5776810474960574
U15364,34,Female,Master,Business,624.47,262.02,Austria,2025-02-09,0.4972672043583894
U15365,36,Male,PhD,Business,152.7,1599.55,Netherlands,2023-08-10,0.4585113899490748
U15366,35,Female,Master,Retirement,265.7,105.3,Finland,2024-11-10,0.5694815614143691
U15367,44,Male,PhD,Savings,35.31,315.65,Belgium,2020-09-19,0.527720560675417
U15368,39,Male,High School,Savings,699.89,439.99,Netherlands,2022-06-16,0.6553675057829315
U15369,67,Female,PhD,Student Aid,135.03,1740.07,France,2021-04-21,0.7494185891265012
U15370,29,Other,PhD,Retirement,248.27,193.41,Poland,2024-09-12,0.6303309713254635
U15371,49,Female,Master,Employment,26.23,764.21,Ireland,2024-06-24,0.5643856115614768
U15372,27,Other,Bachelor,Savings,156.22,1925.22,Germany,2021-10-13,0.6261614578254968
U15373,27,Female,PhD,Employment,29.98,1145.85,Italy,2024-02-23,0.4342203922995999
U15374,47,Female,None,Business,296.64,403.55,Czech Republic,2022-10-19,0.5637631328172861
U15375,36,Male,Bachelor,Retirement,1005.59,1819.56,Belgium,2021-09-08,0.4317603754580921
U15376,38,Other,None,Savings,14.06,1471.85,Finland,2020-08-22,0.3420847272473384
U15377,52,Male,High School,Savings,420.97,372.0,Denmark,2022-10-09,0.6554533821110329
U15378,65,Other,Master,Savings,750.66,1382.7,Austria,2023-02-14,0.5407560579084612
U15379,29,Female,PhD,Employment,121.01,127.33,Finland,2023-12-07,0.3218669950598395
U15380,48,Female,Master,Employment,811.74,958.23,Germany,2021-03-27,0.6649224657632461
U15381,69,Male,None,Student Aid,447.0,1079.07,Denmark,2021-08-14,0.643908255846034
U15382,32,Other,Bachelor,Savings,101.44,485.54,Denmark,2020-12-15,0.3277276694453324
U15383,28,Male,Master,Unemployment,467.02,612.97,Austria,2021-12-30,0.5484745953139444
U15384,64,Other,PhD,Student Aid,18.21,3633.03,Portugal,2024-05-27,0.5175817699724329
U15385,53,Female,PhD,Business,626.09,1566.8,Germany,2024-06-09,0.9795786327969198
U15386,66,Female,PhD,Employment,743.54,1026.91,Czech Republic,2022-06-03,0.9737350141573194
U15387,32,Female,Bachelor,Unemployment,242.75,1717.34,Belgium,2020-05-08,0.49001213894918094
U15388,65,Other,PhD,Student Aid,280.25,1963.37,Portugal,2023-08-07,0.5946120029983282
U15389,25,Other,PhD,Employment,291.31,900.27,Belgium,2021-10-21,0.3602960498361084
U15390,42,Male,Bachelor,Savings,22.83,68.57,Belgium,2023-07-05,0.6989229714409145
U15391,64,Male,None,Employment,195.12,933.97,Italy,2020-09-04,0.6388482321277074
U15392,46,Male,Bachelor,Business,6.64,888.33,Finland,2022-11-16,0.42700861932478174
U15393,36,Female,Bachelor,Retirement,11.4,1330.35,Denmark,2021-11-09,0.49763320304382097
U15394,50,Other,None,Unemployment,572.47,228.43,Spain,2022-03-16,0.33849241281074516
U15395,31,Male,None,Retirement,187.17,1634.67,Belgium,2023-03-13,0.6334228598515375
U15396,61,Female,Master,Retirement,258.13,292.19,Sweden,2024-07-01,0.3309781881593312
U15397,71,Female,PhD,Employment,158.0,33.42,Portugal,2022-04-01,0.2620285867993754
U15398,36,Female,Bachelor,Unemployment,342.33,1544.85,Spain,2024-02-01,0.29046298659597425
U15399,21,Female,Bachelor,Retirement,131.73,714.94,Sweden,2021-04-16,0.5447825842425531
U15400,37,Other,Master,Retirement,1106.18,437.59,Germany,2021-03-02,0.6247316633393291
U15401,29,Male,High School,Student Aid,439.17,1222.95,Austria,2021-09-13,0.492296110359977
U15402,54,Female,Bachelor,Employment,918.66,4059.91,Czech Republic,2021-06-27,0.6221029678352789
U15403,19,Other,High School,Employment,91.26,4603.25,Finland,2021-06-05,0.40303255114001063
U15404,69,Male,None,Savings,231.45,1252.48,Italy,2025-02-02,0.3828365385988277
U15405,23,Female,None,Business,130.07,932.06,Czech Republic,2020-07-03,0.6811728127826356
U15406,40,Male,High School,Student Aid,114.58,596.16,Sweden,2024-01-12,0.32707679661675393
U15407,51,Male,High School,Retirement,232.62,1728.91,Italy,2024-07-10,0.41426169872207047
U15408,52,Female,Master,Employment,653.9,778.7,Spain,2023-06-04,0.3310041325112211
U15409,31,Other,Master,Unemployment,143.72,938.76,Czech Republic,2023-12-17,0.4838425045255812
U15410,40,Female,None,Unemployment,191.59,2557.23,Sweden,2020-06-23,0.6597439077680325
U15411,19,Male,High School,Employment,234.69,1139.78,Sweden,2024-10-08,0.6791099309580759
U15412,63,Male,Bachelor,Business,397.36,821.86,Germany,2023-06-09,0.603860890358984
U15413,66,Female,Bachelor,Retirement,175.63,112.16,Poland,2024-12-04,0.7156160453569511
U15414,32,Female,High School,Retirement,568.84,834.07,Denmark,2021-03-17,0.46555258497069524
U15415,70,Female,Master,Savings,318.45,2066.92,Finland,2023-11-12,0.21942074421431995
U15416,29,Female,Bachelor,Unemployment,52.24,1515.75,Belgium,2024-05-01,0.5596030717318887
U15417,43,Other,PhD,Employment,307.56,589.92,Denmark,2020-08-03,0.26090255358216247
U15418,55,Male,PhD,Unemployment,115.14,530.25,Ireland,2022-09-04,0.38896051991620256
U15419,60,Other,None,Student Aid,1221.68,1592.03,Ireland,2024-01-06,0.5299789448387795
U15420,42,Male,Bachelor,Business,280.25,908.64,Italy,2025-01-16,0.4036825242988961
U15421,49,Female,PhD,Savings,213.02,365.26,Spain,2023-11-23,0.6966620319957463
U15422,44,Male,High School,Employment,480.63,298.43,Czech Republic,2020-11-14,0.7861396388649796
U15423,72,Female,Master,Retirement,223.47,2474.89,Austria,2020-11-09,0.5117614221330181
U15424,30,Female,PhD,Employment,816.6,850.31,Belgium,2021-01-17,0.38548326066414446
U15425,65,Other,Bachelor,Savings,238.3,1746.87,Ireland,2022-07-16,0.5227992653118526
U15426,35,Other,Master,Employment,111.43,1752.25,Finland,2023-05-07,0.37480209149399996
U15427,23,Female,Master,Employment,116.78,1183.43,Poland,2024-05-04,0.23648086963848797
U15428,36,Male,High School,Savings,674.04,1574.8,Spain,2023-09-19,0.2861852825390374
U15429,45,Male,PhD,Business,620.1,1166.71,Denmark,2024-08-13,0.418897932666329
U15430,67,Male,PhD,Retirement,1800.58,1983.01,Ireland,2022-05-16,0.49874120417452794
U15431,34,Male,Bachelor,Retirement,7.69,222.01,Denmark,2021-06-22,0.8005671744598228
U15432,57,Female,Master,Student Aid,153.15,292.08,Netherlands,2021-05-01,0.56821236676819
U15433,23,Female,PhD,Student Aid,189.73,1351.07,Germany,2020-07-04,0.3456321972564623
U15434,71,Male,High School,Business,139.75,450.16,Portugal,2021-09-06,0.2823242067669611
U15435,39,Other,Master,Student Aid,489.65,1915.91,Belgium,2021-01-14,0.4488357496138619
U15436,58,Female,Bachelor,Unemployment,51.75,654.37,Spain,2025-02-26,0.46227454966629694
U15437,38,Female,High School,Employment,224.06,1584.37,Ireland,2021-11-22,0.5620592675310456
U15438,63,Other,None,Savings,357.55,835.29,France,2021-12-22,0.5012635551875869
U15439,53,Other,None,Savings,113.14,225.91,Germany,2024-02-05,0.4034742265030565
U15440,38,Female,Bachelor,Retirement,651.19,105.31,Italy,2024-12-12,0.6031070060455539
U15441,72,Female,Master,Business,104.91,1662.23,Netherlands,2023-06-24,0.523165450880918
U15442,47,Other,PhD,Business,136.76,1964.07,Ireland,2025-01-16,0.39825460247935734
U15443,30,Other,PhD,Student Aid,818.67,1413.58,Denmark,2022-07-17,0.6429955005414638
U15444,57,Male,PhD,Student Aid,209.34,43.27,Czech Republic,2024-05-14,0.35605907940365744
U15445,64,Male,Bachelor,Savings,382.7,818.07,Spain,2020-11-14,0.6301123083285953
U15446,58,Other,PhD,Retirement,145.11,1865.86,Ireland,2021-11-18,0.6292166183839831
U15447,71,Male,Bachelor,Student Aid,228.06,709.92,Portugal,2023-10-26,0.4415268637982618
U15448,36,Female,High School,Unemployment,186.85,2064.31,Denmark,2021-04-15,0.47213506193135985
U15449,23,Female,None,Employment,128.19,603.85,Czech Republic,2025-01-23,0.417911364452213
U15450,27,Other,Master,Employment,688.99,29.61,Netherlands,2020-08-22,0.5883451660783072
U15451,68,Other,None,Business,678.68,1431.5,Denmark,2022-04-12,0.5424390014700504
U15452,33,Female,High School,Retirement,124.03,177.39,Denmark,2022-01-09,0.5677932726902941
U15453,21,Female,Master,Unemployment,204.74,580.38,Finland,2021-07-22,0.675623191785479
U15454,45,Female,High School,Business,102.83,1959.69,Poland,2022-11-10,0.405968162199273
U15455,66,Female,None,Employment,671.82,202.27,Denmark,2021-06-08,0.4041308238784077
U15456,34,Other,PhD,Employment,183.43,289.5,Germany,2023-08-17,0.573011521928142
U15457,59,Other,Master,Savings,799.81,400.94,Austria,2020-05-25,0.5921967613707775
U15458,22,Male,PhD,Business,325.58,579.06,Netherlands,2023-06-20,0.5918027203130347
U15459,23,Male,High School,Business,161.13,531.58,Germany,2020-10-24,0.445022514265609
U15460,55,Female,None,Retirement,1348.0,292.99,Belgium,2024-08-23,0.5649488589388783
U15461,31,Female,Bachelor,Savings,101.75,3146.98,Portugal,2020-05-28,0.6116941968060838
U15462,60,Female,Master,Business,95.51,532.5,Czech Republic,2021-04-06,0.8511714153840082
U15463,25,Male,Master,Retirement,46.42,419.53,Denmark,2024-10-06,0.49308451157342015
U15464,48,Male,High School,Savings,282.74,670.16,France,2022-07-26,0.5967127546366449
U15465,21,Other,Bachelor,Employment,327.15,1116.76,Sweden,2024-10-25,0.45669705985835857
U15466,57,Female,High School,Unemployment,358.94,1896.46,Czech Republic,2020-05-18,0.3535640486455342
U15467,27,Female,Bachelor,Employment,41.33,4612.79,Ireland,2022-11-19,0.4210660924302124
U15468,23,Female,Bachelor,Savings,39.25,56.34,Poland,2021-06-20,0.3355965813195802
U15469,26,Male,Bachelor,Retirement,627.64,484.19,Denmark,2023-01-08,0.6321623867941195
U15470,33,Other,Bachelor,Business,396.41,1283.7,Finland,2022-05-18,0.5610009786723532
U15471,30,Other,Bachelor,Unemployment,404.97,250.2,France,2024-05-22,0.6497881205164866
U15472,51,Male,Master,Student Aid,71.59,1448.47,Netherlands,2022-02-13,0.8679423553392867
U15473,50,Other,Master,Student Aid,180.0,466.41,Netherlands,2021-11-28,0.4128572931257787
U15474,23,Other,PhD,Business,274.44,4312.53,Czech Republic,2024-05-05,0.43257535190686436
U15475,37,Female,None,Unemployment,675.36,504.95,Netherlands,2024-05-15,0.7547338795825533
U15476,70,Female,Master,Student Aid,579.17,488.35,Austria,2024-05-17,0.2559553132083864
U15477,22,Other,Bachelor,Business,495.95,5531.6,Sweden,2022-02-15,0.7117181071764691
U15478,42,Male,None,Savings,11.01,909.44,Portugal,2021-02-22,0.23182849812479217
U15479,49,Female,Bachelor,Employment,4.19,80.26,Poland,2021-10-08,0.7487970236091546
U15480,32,Other,Master,Employment,120.56,6339.63,Czech Republic,2023-08-09,0.5984584027367614
U15481,61,Other,None,Retirement,409.54,947.53,Portugal,2025-01-03,0.7676520779141527
U15482,35,Female,None,Unemployment,477.29,1413.79,Czech Republic,2024-11-28,0.4636852197622909
U15483,40,Male,None,Employment,113.2,918.19,Denmark,2020-11-27,0.1527709198687301
U15484,29,Other,Master,Unemployment,355.9,1028.15,France,2021-07-18,0.5754680251886319
U15485,67,Other,None,Business,64.54,119.23,Sweden,2021-05-20,0.3631941498045037
U15486,32,Female,None,Business,542.69,1740.25,Poland,2024-08-22,0.3376594671484451
U15487,73,Other,High School,Savings,191.77,4460.56,Sweden,2021-07-16,0.5500813971542031
U15488,50,Other,PhD,Retirement,405.09,145.8,Denmark,2020-11-18,0.3015215082671927
U15489,49,Other,None,Student Aid,1088.9,586.62,Czech Republic,2024-05-14,0.6222389817687211
U15490,21,Female,PhD,Student Aid,302.95,536.78,Finland,2024-09-02,0.8043168560870735
U15491,48,Other,High School,Unemployment,150.53,441.06,Portugal,2020-12-02,0.6015172694551144
U15492,36,Female,Master,Unemployment,161.55,233.03,France,2025-02-12,0.4342936399764534
U15493,37,Other,Master,Student Aid,758.82,176.7,Finland,2021-09-14,0.4230434024337274
U15494,70,Female,PhD,Employment,132.09,1708.61,Italy,2022-05-28,0.43572806890604054
U15495,22,Male,PhD,Employment,46.06,633.0,Czech Republic,2023-10-27,0.8120075389849097
U15496,47,Other,None,Unemployment,625.24,1338.13,Netherlands,2023-05-19,0.5073649716000566
U15497,57,Other,PhD,Retirement,185.9,98.43,Poland,2022-03-22,0.39645564911341347
U15498,36,Other,None,Employment,109.6,3352.95,Denmark,2022-07-15,0.529341057176805
U15499,50,Male,High School,Unemployment,396.75,559.52,Netherlands,2023-10-05,0.6362074661107752
U15500,18,Other,Bachelor,Employment,347.02,1711.43,Spain,2020-10-23,0.6113600697198828
U15501,55,Female,None,Employment,6.59,414.17,Austria,2023-12-23,0.5083411920726575
U15502,44,Female,Bachelor,Savings,231.5,3711.51,Poland,2020-09-01,0.5145576242972427
U15503,49,Other,PhD,Retirement,405.1,314.33,Czech Republic,2023-01-11,0.40025819218034975
U15504,67,Female,PhD,Unemployment,17.05,1994.13,Italy,2023-08-30,0.5546619428764891
U15505,65,Other,Bachelor,Employment,431.1,31.95,France,2020-07-15,0.665941733065105
U15506,39,Female,Master,Retirement,589.73,931.18,Poland,2021-12-10,0.46745099776269183
U15507,51,Other,PhD,Business,38.61,203.16,Denmark,2023-06-25,0.4870358590811281
U15508,42,Male,None,Unemployment,650.32,420.52,Germany,2023-08-18,0.5065355910927785
U15509,38,Other,None,Student Aid,723.98,444.26,Denmark,2024-02-17,0.29167286248543633
U15510,53,Male,High School,Employment,60.49,357.0,France,2022-03-20,0.6334678737162248
U15511,63,Male,Bachelor,Unemployment,62.65,2213.57,Austria,2021-05-21,0.8270278667333004
U15512,19,Male,None,Student Aid,228.18,984.52,Denmark,2024-05-19,0.3171943071482717
U15513,28,Male,PhD,Savings,331.27,112.76,Portugal,2024-08-21,0.4875158110308274
U15514,60,Other,Master,Business,261.78,304.18,Belgium,2023-10-06,0.5219747424649986
U15515,30,Male,PhD,Unemployment,506.89,577.16,Denmark,2021-08-22,0.21796131569770555
